gender,char,position,pinyin,pinyin_tone,pinyin_tone_number
m,塔,1,ta,tǎ,ta3
m,幽,1,you,yōu,you1
m,函,1,han,hán,han2
m,楫,1,ji,jí,ji2
m,骄,1,jiao,jiāo,jiao1
m,莱,1,lai,lái,lai2
m,廖,1,liao,liào,liao4
m,难,1,nan,nán,nan2
m,绶,1,shou,shòu,shou4
m,听,1,ting,tīng,ting1
m,骧,1,xiang,xiāng,xiang1
m,烟,1,yan,yān,yan1
m,样,1,yang,yàng,yang4
m,聘,1,pin,pìn,pin4
m,钻,1,zuan,zuān,zuan1
m,弛,1,chi,chí,chi2
m,邢,1,xing,xíng,xing2
m,彝,1,yi,yí,yi2
m,斐,1,fei,fěi,fei3
m,泱,1,yang,yāng,yang1
m,阮,1,ruan,ruǎn,ruan3
m,翻,1,fan,fān,fan1
m,俏,1,qiao,qiào,qiao4
m,粱,1,liang,liáng,liang2
m,厦,1,sha,shà,sha4
m,潭,1,tan,tán,tan2
m,尾,1,wei,wěi,wei3
m,员,1,yuan,yuán,yuan2
m,奖,1,jiang,jiǎng,jiang3
m,单,1,dan,dān,dan1
m,间,1,jian,jiān,jian1
m,侍,1,shi,shì,shi4
m,戊,1,wu,wù,wu4
m,夜,1,ye,yè,ye4
m,字,1,zi,zì,zi4
m,足,1,zu,zú,zu2
m,翘,1,qiao,qiào,qiao4
m,别,1,bie,bié,bie2
m,骊,1,li,lí,li2
m,銮,1,luan,luán,luan2
m,眉,1,mei,méi,mei2
m,坛,1,tan,tán,tan2
m,馥,1,fu,fù,fu4
m,涟,1,lian,lián,lian2
m,浓,1,nong,nóng,nong2
m,蒂,1,di,dì,di4
m,停,1,ting,tíng,ting2
m,蘅,1,heng,héng,heng2
m,芮,1,rui,ruì,rui4
m,颍,1,ying,yǐng,ying3
m,蔡,1,cai,cài,cai4
m,龄,1,ling,líng,ling2
m,粉,1,fen,fěn,fen3
m,释,1,shi,shì,shi4
m,鱼,1,yu,yú,yu2
m,钥,1,yao,yào,yao4
m,扎,1,zha,zhā,zha1
m,艮,1,gen,gěn,gen3
m,稷,1,ji,jì,ji4
m,乡,1,xiang,xiāng,xiang1
m,橙,1,cheng,chéng,cheng2
m,儿,1,er,ér,er2
m,梵,1,fan,fàn,fan4
m,郦,1,li,lì,li4
m,淋,1,lin,lín,lin2
m,璞,1,pu,pú,pu2
m,芹,1,qin,qín,qin2
m,饶,1,rao,ráo,rao2
m,炀,1,yang,yáng,yang2
m,掌,1,zhang,zhǎng,zhang3
m,埠,1,bu,bù,bu4
m,珺,1,jun,jùn,jun4
m,带,1,dai,dài,dai4
m,凝,1,ning,níng,ning2
m,冉,1,ran,rǎn,ran3
m,胥,1,xu,xū,xu1
m,频,1,pin,pín,pin2
m,纹,1,wen,wén,wen2
m,圆,1,yuan,yuán,yuan2
m,缘,1,yuan,yuán,yuan2
m,檀,1,tan,tán,tan2
m,芬,1,fen,fēn,fen1
m,冯,1,feng,féng,feng2
m,瑰,1,gui,guī,gui1
m,兢,1,jing,jīng,jing1
m,厉,1,li,lì,li4
m,浅,1,qian,qiǎn,qian3
m,洵,1,xun,xún,xun2
m,奚,1,xi,xī,xi1
m,璇,1,xuan,xuán,xuan2
m,绚,1,xuan,xuàn,xuan4
m,音,1,yin,yīn,yin1
m,荟,1,hui,huì,hui4
m,霜,1,shuang,shuāng,shuang1
m,琇,1,xiu,xiù,xiu4
m,离,1,li,lí,li2
m,姬,1,ji,jī,ji1
m,简,1,jian,jiǎn,jian3
m,勒,1,lei,lēi,lei1
m,谅,1,liang,liàng,liang4
m,溶,1,rong,róng,rong2
m,明,2,ming,míng,ming2
m,军,2,jun,jūn,jun1
m,林,2,lin,lín,lin2
m,平,2,ping,píng,ping2
m,华,2,hua,huá,hua2
m,伟,2,wei,wěi,wei3
m,龙,2,long,lóng,long2
m,文,2,wen,wén,wen2
m,生,2,sheng,shēng,sheng1
m,辉,2,hui,huī,hui1
m,强,2,qiang,qiáng,qiang2
m,杰,2,jie,jié,jie2
m,峰,2,feng,fēng,feng1
m,东,2,dong,dōng,dong1
m,波,2,bo,bō,bo1
m,成,2,cheng,chéng,cheng2
m,斌,2,bin,bīn,bin1
m,荣,2,rong,róng,rong2
m,涛,2,tao,tāo,tao1
m,民,2,min,mín,min2
m,祥,2,xiang,xiáng,xiang2
m,亮,2,liang,liàng,liang4
m,国,2,guo,guó,guo2
m,海,2,hai,hǎi,hai3
m,良,2,liang,liáng,liang2
m,勇,2,yong,yǒng,yong3
m,宇,2,yu,yǔ,yu3
m,鹏,2,peng,péng,peng2
m,飞,2,fei,fēi,fei1
m,刚,2,gang,gāng,gang1
m,超,2,chao,chāo,chao1
m,忠,2,zhong,zhōng,zhong1
m,锋,2,feng,fēng,feng1
m,新,2,xin,xīn,xin1
m,光,2,guang,guāng,guang1
m,山,2,shan,shān,shan1
m,春,2,chun,chūn,chun1
m,江,2,jiang,jiāng,jiang1
m,兵,2,bing,bīng,bing1
m,松,2,song,sōng,song1
m,武,2,wu,wǔ,wu3
m,清,2,qing,qīng,qing1
m,兴,2,xing,xīng,xing1
m,德,2,de,dé,de2
m,元,2,yuan,yuán,yuan2
m,福,2,fu,fú,fu2
m,安,2,an,ān,an1
m,俊,2,jun,jùn,jun4
m,彬,2,bin,bīn,bin1
m,胜,2,sheng,shèng,sheng4
m,阳,2,yang,yáng,yang2
m,志,2,zhi,zhì,zhi4
m,庆,2,qing,qìng,qing4
m,贵,2,gui,guì,gui4
m,雄,2,xiong,xióng,xiong2
m,坤,2,kun,kūn,kun1
m,才,2,cai,cái,cai2
m,义,2,yi,yì,yi4
m,全,2,quan,quán,quan2
m,昌,2,chang,chāng,chang1
m,宏,2,hong,hóng,hong2
m,宝,2,bao,bǎo,bao3
m,发,2,fa,fā,fa1
m,富,2,fu,fù,fu4
m,和,2,he,hé,he2
m,建,2,jian,jiàn,jian4
m,泉,2,quan,quán,quan2
m,金,2,jin,jīn,jin1
m,友,2,you,yǒu,you3
m,利,2,li,lì,li4
m,星,2,xing,xīng,xing1
m,根,2,gen,gēn,gen1
m,源,2,yuan,yuán,yuan2
m,鑫,2,xin,xīn,xin1
m,权,2,quan,quán,quan2
m,中,2,zhong,zhōng,zhong1
m,浩,2,hao,hào,hao4
m,凯,2,kai,kǎi,kai3
m,仁,2,ren,rén,ren2
m,康,2,kang,kāng,kang1
m,豪,2,hao,háo,hao2
m,远,2,yuan,yuǎn,yuan3
m,磊,2,lei,lěi,lei3
m,贤,2,xian,xián,xian2
m,虎,2,hu,hǔ,hu3
m,森,2,sen,sēn,sen1
m,健,2,jian,jiàn,jian4
m,洪,2,hong,hóng,hong2
m,川,2,chuan,chuān,chuan1
m,顺,2,shun,shùn,shun4
m,铭,2,ming,míng,ming2
m,博,2,bo,bó,bo2
m,洋,2,yang,yáng,yang2
m,达,2,da,dá,da2
m,翔,2,xiang,xiáng,xiang2
m,奇,2,qi,qí,qi2
m,喜,2,xi,xǐ,xi3
m,宁,2,ning,níng,ning2
m,智,2,zhi,zhì,zhi4
m,旭,2,xu,xù,xu4
m,立,2,li,lì,li4
m,威,2,wei,wēi,wei1
m,栋,2,dong,dòng,dong4
m,旺,2,wang,wàng,wang4
m,瑞,2,rui,ruì,rui4
m,乐,2,le,lè,le4
m,毅,2,yi,yì,yi4
m,学,2,xue,xué,xue2
m,泽,2,ze,zé,ze2
m,恒,2,heng,héng,heng2
m,来,2,lai,lái,lai2
m,南,2,nan,nán,nan2
m,章,2,zhang,zhāng,zhang1
m,进,2,jin,jìn,jin4
m,丰,2,feng,fēng,feng1
m,雷,2,lei,léi,lei2
m,轩,2,xuan,xuān,xuan1
m,哲,2,zhe,zhé,zhe2
m,科,2,ke,kē,ke1
m,奎,2,kui,kuí,kui2
m,正,2,zheng,zhèng,zheng4
m,方,2,fang,fāng,fang1
m,洲,2,zhou,zhōu,zhou1
m,升,2,sheng,shēng,sheng1
m,永,2,yong,yǒng,yong3
m,云,2,yun,yún,yun2
m,鸿,2,hong,hóng,hong2
m,伦,2,lun,lún,lun2
m,彪,2,biao,biāo,biao1
m,天,2,tian,tiān,tian1
m,诚,2,cheng,chéng,cheng2
m,田,2,tian,tián,tian2
m,青,2,qing,qīng,qing1
m,臣,2,chen,chén,chen2
m,堂,2,tang,táng,tang2
m,城,2,cheng,chéng,cheng2
m,礼,2,li,lǐ,li3
m,盛,2,sheng,shèng,sheng4
m,扬,2,yang,yáng,yang2
m,柱,2,zhu,zhù,zhu4
m,标,2,biao,biāo,biao1
m,恩,2,en,ēn,en1
m,一,2,yi,yī,yi1
m,水,2,shui,shuǐ,shui3
m,力,2,li,lì,li4
m,敏,2,min,mǐn,min3
m,高,2,gao,gāo,gao1
m,勋,2,xun,xūn,xun1
m,耀,2,yao,yào,yao4
m,卫,2,wei,wèi,wei4
m,坚,2,jian,jiān,jian1
m,茂,2,mao,mào,mao4
m,航,2,hang,háng,hang2
m,财,2,cai,cái,cai2
m,先,2,xian,xiān,xian1
m,群,2,qun,qún,qun2
m,广,2,guang,guǎng,guang3
m,业,2,ye,yè,ye4
m,银,2,yin,yín,yin2
m,吉,2,ji,jí,ji2
m,政,2,zheng,zhèng,zheng4
m,凡,2,fan,fán,fan2
m,维,2,wei,wéi,wei2
m,麟,2,lin,lín,lin2
m,信,2,xin,xìn,xin4
m,剑,2,jian,jiàn,jian4
m,保,2,bao,bǎo,bao3
m,河,2,he,hé,he2
m,宾,2,bin,bīn,bin1
m,年,2,nian,nián,nian2
m,滨,2,bin,bīn,bin1
m,程,2,cheng,chéng,cheng2
m,钦,2,qin,qīn,qin1
m,为,2,wei,wèi,wei4
m,尧,2,yao,yáo,yao2
m,鸣,2,ming,míng,ming2
m,岩,2,yan,yán,yan2
m,基,2,ji,jī,ji1
m,帅,2,shuai,shuài,shuai4
m,聪,2,cong,cōng,cong1
m,炜,2,wei,wěi,wei3
m,霖,2,lin,lín,lin2
m,钧,2,jun,jūn,jun1
m,梁,2,liang,liáng,liang2
m,振,2,zhen,zhèn,zhen4
m,勤,2,qin,qín,qin2
m,汉,2,han,hàn,han4
m,君,2,jun,jūn,jun1
m,宗,2,zong,zōng,zong1
m,炎,2,yan,yán,yan2
m,法,2,fa,fǎ,fa3
m,然,2,ran,rán,ran2
m,灿,2,can,càn,can4
m,有,2,you,yǒu,you3
m,通,2,tong,tōng,tong1
m,均,2,jun,jūn,jun1
m,禄,2,lu,lù,lu4
m,昊,2,hao,hào,hao4
m,跃,2,yue,yuè,yue4
m,寿,2,shou,shòu,shou4
m,钢,2,gang,gāng,gang1
m,卿,2,qing,qīng,qing1
m,泰,2,tai,tài,tai4
m,周,2,zhou,zhōu,zhou1
m,夫,2,fu,fū,fu1
m,宽,2,kuan,kuān,kuan1
m,谦,2,qian,qiān,qian1
m,庭,2,ting,tíng,ting2
m,培,2,pei,péi,pei2
m,行,2,xing,xíng,xing2
m,桥,2,qiao,qiáo,qiao2
m,锐,2,rui,ruì,rui4
m,晖,2,hui,huī,hui1
m,会,2,hui,huì,hui4
m,熙,2,xi,xī,xi1
m,骏,2,jun,jùn,jun4
m,隆,2,long,lóng,long2
m,树,2,shu,shù,shu4
m,朝,2,chao,cháo,chao2
m,举,2,ju,jǔ,ju3
m,增,2,zeng,zēng,zeng1
m,益,2,yi,yì,yi4
m,能,2,neng,néng,neng2
m,廷,2,ting,tíng,ting2
m,钊,2,zhao,zhāo,zhao1
m,运,2,yun,yùn,yun4
m,腾,2,teng,téng,teng2
m,朋,2,peng,péng,peng2
m,征,2,zheng,zhēng,zheng1
m,岳,2,yue,yuè,yue4
m,石,2,shi,shí,shi2
m,辰,2,chen,chén,chen2
m,善,2,shan,shàn,shan4
m,雨,2,yu,yǔ,yu3
m,渊,2,yuan,yuān,yuan1
m,昆,2,kun,kūn,kun1
m,原,2,yuan,yuán,yuan2
m,煌,2,huang,huáng,huang2
m,儒,2,ru,rú,ru2
m,敬,2,jing,jìng,jing4
m,初,2,chu,chū,chu1
m,西,2,xi,xī,xi1
m,邦,2,bang,bāng,bang1
m,冲,2,chong,chōng,chong1
m,启,2,qi,qǐ,qi3
m,裕,2,yu,yù,yu4
m,如,2,ru,rú,ru2
m,乾,2,qian,qián,qian2
m,魁,2,kui,kuí,kui2
m,印,2,yin,yìn,yin4
m,同,2,tong,tóng,tong2
m,言,2,yan,yán,yan2
m,齐,2,qi,qí,qi2
m,之,2,zhi,zhī,zhi1
m,彦,2,yan,yàn,yan4
m,理,2,li,lǐ,li3
m,韬,2,tao,tāo,tao1
m,甫,2,fu,fǔ,fu3
m,余,2,yu,yú,yu2
m,治,2,zhi,zhì,zhi4
m,圣,2,sheng,shèng,sheng4
m,开,2,kai,kāi,kai1
m,焕,2,huan,huàn,huan4
m,迪,2,di,dí,di2
m,道,2,dao,dào,dao4
m,猛,2,meng,měng,meng3
m,祺,2,qi,qí,qi2
m,柏,2,bai,bǎi,bai3
m,定,2,ding,dìng,ding4
m,其,2,qi,qí,qi2
m,锦,2,jin,jǐn,jin3
m,岗,2,gang,gǎng,gang3
m,存,2,cun,cún,cun2
m,前,2,qian,qián,qian2
m,书,2,shu,shū,shu1
m,景,2,jing,jǐng,jing3
m,昭,2,zhao,zhāo,zhao1
m,声,2,sheng,shēng,sheng1
m,祖,2,zu,zǔ,zu3
m,岭,2,ling,lǐng,ling3
m,震,2,zhen,zhèn,zhen4
m,潮,2,chao,cháo,chao2
m,功,2,gong,gōng,gong1
m,冬,2,dong,dōng,dong1
m,硕,2,shuo,shuò,shuo4
m,路,2,lu,lù,lu4
m,衡,2,heng,héng,heng2
m,翰,2,han,hàn,han4
m,怀,2,huai,huái,huai2
m,长,2,zhang,zhǎng,zhang3
m,鹤,2,he,hè,he4
m,皓,2,hao,hào,hao4
m,里,2,li,lǐ,li3
m,营,2,ying,yíng,ying2
m,旗,2,qi,qí,qi2
m,秋,2,qiu,qiū,qiu1
m,照,2,zhao,zhào,zhao4
m,煜,2,yu,yù,yu4
m,人,2,ren,rén,ren2
m,克,2,ke,kè,ke4
m,州,2,zhou,zhōu,zhou1
m,宣,2,xuan,xuān,xuan1
m,镇,2,zhen,zhèn,zhen4
m,申,2,shen,shēn,shen1
m,亚,2,ya,yà,ya4
m,宪,2,xian,xiàn,xian4
m,桂,2,gui,guì,gui4
m,舟,2,zhou,zhōu,zhou1
m,欣,2,xin,xīn,xin1
m,帆,2,fan,fān,fan1
m,玉,2,yu,yù,yu4
m,家,2,jia,jiā,jia1
m,农,2,nong,nóng,nong2
m,玺,2,xi,xǐ,xi3
m,贺,2,he,hè,he4
m,壮,2,zhuang,zhuàng,zhuang4
m,野,2,ye,yě,ye3
m,攀,2,pan,pān,pan1
m,杨,2,yang,yáng,yang2
m,望,2,wang,wàng,wang4
m,希,2,xi,xī,xi1
m,修,2,xiu,xiū,xiu1
m,烈,2,lie,liè,lie4
m,钟,2,zhong,zhōng,zhong1
m,添,2,tian,tiān,tian1
m,起,2,qi,qǐ,qi3
m,仲,2,zhong,zhòng,zhong4
m,池,2,chi,chí,chi2
m,意,2,yi,yì,yi4
m,孝,2,xiao,xiào,xiao4
m,佑,2,you,yòu,you4
m,深,2,shen,shēn,shen1
m,万,2,wan,wàn,wan4
m,木,2,mu,mù,mu4
m,亭,2,ting,tíng,ting2
m,挺,2,ting,tǐng,ting3
m,寅,2,yin,yín,yin2
m,普,2,pu,pǔ,pu3
m,琦,2,qi,qí,qi2
m,子,2,zi,zi,zi
m,三,2,san,sān,san1
m,浪,2,lang,làng,lang4
m,璋,2,zhang,zhāng,zhang1
m,坡,2,po,pō,po1
m,展,2,zhan,zhǎn,zhan3
m,久,2,jiu,jiǔ,jiu3
m,晨,2,chen,chén,chen2
m,传,2,chuan,chuán,chuan2
m,臻,2,zhen,zhēn,zhen1
m,铎,2,duo,duó,duo2
m,巍,2,wei,wēi,wei1
m,合,2,he,hé,he2
m,翼,2,yi,yì,yi4
m,弘,2,hong,hóng,hong2
m,俭,2,jian,jiǎn,jian3
m,革,2,ge,gé,ge2
m,本,2,ben,běn,ben3
m,炳,2,bing,bǐng,bing3
m,纲,2,gang,gāng,gang1
m,湖,2,hu,hú,hu2
m,延,2,yan,yán,yan2
m,厚,2,hou,hòu,hou4
m,鼎,2,ding,dǐng,ding3
m,晋,2,jin,jìn,jin4
m,承,2,cheng,chéng,cheng2
m,焱,2,yan,yàn,yan4
m,名,2,ming,míng,ming2
m,朗,2,lang,lǎng,lang3
m,放,2,fang,fàng,fang4
m,昂,2,ang,áng,ang2
m,晓,2,xiao,xiǎo,xiao3
m,球,2,qiu,qiú,qiu2
m,大,2,da,dà,da4
m,品,2,pin,pǐn,pin3
m,楷,2,kai,kǎi,kai3
m,淳,2,chun,chún,chun2
m,楠,2,nan,nán,nan2
m,实,2,shi,shí,shi2
m,任,2,ren,rèn,ren4
m,育,2,yu,yù,yu4
m,毛,2,mao,máo,mao2
m,相,2,xiang,xiāng,xiang1
m,润,2,run,rùn,run4
m,澄,2,cheng,chéng,cheng2
m,太,2,tai,tài,tai4
m,玮,2,wei,wěi,wei3
m,晟,2,cheng,chéng,cheng2
m,戈,2,ge,gē,ge1
m,琨,2,kun,kūn,kun1
m,驰,2,chi,chí,chi2
m,瀚,2,han,hàn,han4
m,鲁,2,lu,lǔ,lu3
m,北,2,bei,běi,bei3
m,峻,2,jun,jùn,jun4
m,锡,2,xi,xī,xi1
m,满,2,man,mǎn,man3
m,铁,2,tie,tiě,tie3
m,典,2,dian,diǎn,dian3
m,甲,2,jia,jiǎ,jia3
m,尚,2,shang,shàng,shang4
m,显,2,xian,xiǎn,xian3
m,骥,2,ji,jì,ji4
m,炯,2,jiong,jiǒng,jiong3
m,嘉,2,jia,jiā,jia1
m,庚,2,geng,gēng,geng1
m,丁,2,ding,dīng,ding1
m,化,2,hua,huà,hua4
m,宜,2,yi,yí,yi2
m,啸,2,xiao,xiào,xiao4
m,禹,2,yu,yǔ,yu3
m,键,2,jian,jiàn,jian4
m,师,2,shi,shī,shi1
m,赞,2,zan,zàn,zan4
m,滔,2,tao,tāo,tao1
m,麒,2,qi,qí,qi2
m,豹,2,bao,bào,bao4
m,时,2,shi,shí,shi2
m,棋,2,qi,qí,qi2
m,录,2,lu,lù,lu4
m,常,2,chang,cháng,chang2
m,京,2,jing,jīng,jing1
m,日,2,ri,rì,ri4
m,策,2,ce,cè,ce4
m,龄,2,ling,líng,ling2
m,玄,2,xuan,xuán,xuan2
m,捷,2,jie,jié,jie2
m,纯,2,chun,chún,chun2
m,召,2,zhao,zhào,zhao4
m,睿,2,rui,ruì,rui4
m,令,2,ling,lìng,ling4
m,嵩,2,song,sōng,song1
m,卓,2,zhuo,zhuó,zhuo2
m,纬,2,wei,wěi,wei3
m,闯,2,chuang,chuǎng,chuang3
m,公,2,gong,gōng,gong1
m,舜,2,shun,shùn,shun4
m,稳,2,wen,wěn,wen3
m,都,2,dou,dōu,dou1
m,湘,2,xiang,xiāng,xiang1
m,非,2,fei,fēi,fei1
m,绪,2,xu,xù,xu4
m,崇,2,chong,chóng,chong2
m,锁,2,suo,suǒ,suo3
m,献,2,xian,xiàn,xian4
m,选,2,xuan,xuǎn,xuan3
m,战,2,zhan,zhàn,zhan4
m,范,2,fan,fàn,fan4
m,联,2,lian,lián,lian2
m,鉴,2,jian,jiàn,jian4
m,仓,2,cang,cāng,cang1
m,好,2,hao,hǎo,hao3
m,霆,2,ting,tíng,ting2
m,士,2,shi,shì,shi4
m,迅,2,xun,xùn,xun4
m,庄,2,zhuang,zhuāng,zhuang1
m,村,2,cun,cūn,cun1
m,图,2,tu,tú,tu2
m,谋,2,mou,móu,mou2
m,仕,2,shi,shì,shi4
m,特,2,te,tè,te4
m,双,2,shuang,shuāng,shuang1
m,火,2,huo,huǒ,huo3
m,登,2,deng,dēng,deng1
m,逸,2,yi,yì,yi4
m,世,2,shi,shì,shi4
m,宸,2,chen,chén,chen2
m,训,2,xun,xùn,xun4
m,植,2,zhi,zhí,zhi2
m,港,2,gang,gǎng,gang3
m,重,2,zhong,zhòng,zhong4
m,加,2,jia,jiā,jia1
m,兆,2,zhao,zhào,zhao4
m,廉,2,lian,lián,lian2
m,涌,2,yong,yǒng,yong3
m,侃,2,kan,kǎn,kan3
m,琛,2,chen,chēn,chen1
m,劲,2,jin,jìn,jin4
m,见,2,jian,jiàn,jian4
m,沛,2,pei,pèi,pei4
m,罡,2,gang,gāng,gang1
m,继,2,ji,jì,ji4
m,勃,2,bo,bó,bo2
m,灏,2,hao,hào,hao4
m,亨,2,heng,hēng,heng1
m,冠,2,guan,guān,guan1
m,泓,2,hong,hóng,hong2
m,越,2,yue,yuè,yue4
m,朴,2,pu,pǔ,pu3
m,允,2,yun,yǔn,yun3
m,应,2,ying,yīng,ying1
m,九,2,jiu,jiǔ,jiu3
m,纪,2,ji,jì,ji4
m,烽,2,feng,fēng,feng1
m,楼,2,lou,lóu,lou2
m,祯,2,zhen,zhēn,zhen1
m,垒,2,lei,lěi,lei3
m,付,2,fu,fù,fu4
m,衍,2,yan,yǎn,yan3
m,向,2,xiang,xiàng,xiang4
m,牛,2,niu,niú,niu2
m,复,2,fu,fù,fu4
m,弟,2,di,dì,di4
m,知,2,zhi,zhī,zhi1
m,佐,2,zuo,zuǒ,zuo3
m,淼,2,miao,miǎo,miao3
m,佳,2,jia,jiā,jia1
m,凌,2,ling,líng,ling2
m,蛟,2,jiao,jiāo,jiao1
m,千,2,qian,qiān,qian1
m,干,2,gan,gàn,gan4
m,焰,2,yan,yàn,yan4
m,铨,2,quan,quán,quan2
m,冰,2,bing,bīng,bing1
m,社,2,she,shè,she4
m,争,2,zheng,zhēng,zheng1
m,恭,2,gong,gōng,gong1
m,斗,2,dou,dòu,dou4
m,济,2,ji,jì,ji4
m,众,2,zhong,zhòng,zhong4
m,胤,2,yin,yìn,yin4
m,棠,2,tang,táng,tang2
m,模,2,mo,mó,mo2
m,领,2,ling,lǐng,ling3
m,地,2,di,dì,di4
m,岐,2,qi,qí,qi2
m,熊,2,xiong,xióng,xiong2
m,伯,2,bo,bó,bo2
m,昶,2,chang,chǎng,chang3
m,节,2,jie,jié,jie2
m,桢,2,zhen,zhēn,zhen1
m,炼,2,lian,liàn,lian4
m,锴,2,kai,kǎi,kai3
m,颂,2,song,sòng,song4
m,驹,2,ju,jū,ju1
m,男,2,nan,nán,nan2
m,骁,2,xiao,xiāo,xiao1
m,拓,2,tuo,tuò,tuo4
m,于,2,yu,yú,yu2
m,雍,2,yong,yōng,yong1
m,官,2,guan,guān,guan1
m,校,2,xiao,xiào,xiao4
m,桓,2,huan,huán,huan2
m,湛,2,zhan,zhàn,zhan4
m,镜,2,jing,jìng,jing4
m,团,2,tuan,tuán,tuan2
m,钰,2,yu,yù,yu4
m,阔,2,kuo,kuò,kuo4
m,坦,2,tan,tǎn,tan3
m,耕,2,geng,gēng,geng1
m,炫,2,xuan,xuàn,xuan4
m,经,2,jing,jīng,jing1
m,屹,2,yi,yì,yi4
m,丞,2,cheng,chéng,cheng2
m,艺,2,yi,yì,yi4
m,枫,2,feng,fēng,feng1
m,谊,2,yi,yì,yi4
m,绍,2,shao,shào,shao4
m,澍,2,shu,shù,shu4
m,可,2,ke,kě,ke3
m,孟,2,meng,mèng,meng4
m,阁,2,ge,gé,ge2
m,彭,2,peng,péng,peng2
m,流,2,liu,liú,liu2
m,潜,2,qian,qián,qian2
m,煊,2,xuan,xuān,xuan1
m,勉,2,mian,miǎn,mian3
m,仑,2,lun,lún,lun2
m,槐,2,huai,huái,huai2
m,舰,2,jian,jiàn,jian4
m,熠,2,yi,yì,yi4
m,土,2,tu,tǔ,tu3
m,繁,2,fan,fán,fan2
m,唐,2,tang,táng,tang2
m,淦,2,gan,gàn,gan4
m,恺,2,kai,kǎi,kai3
m,材,2,cai,cái,cai2
m,让,2,rang,ràng,rang4
m,锟,2,kun,kūn,kun1
m,郎,2,lang,láng,lang2
m,直,2,zhi,zhí,zhi2
m,帮,2,bang,bāng,bang1
m,用,2,yong,yòng,yong4
m,宙,2,zhou,zhòu,zhou4
m,亿,2,yi,yì,yi4
m,奋,2,fen,fèn,fen4
m,闻,2,wen,wén,wen2
m,淮,2,huai,huái,huai2
m,耿,2,geng,gěng,geng3
m,创,2,chuang,chuàng,chuang4
m,琪,2,qi,qí,qi2
m,欢,2,huan,huān,huan1
m,奔,2,ben,bēn,ben1
m,曙,2,shu,shǔ,shu3
m,寰,2,huan,huán,huan2
m,观,2,guan,guān,guan1
m,逊,2,xun,xùn,xun4
m,尔,2,er,ěr,er3
m,孙,2,sun,sūn,sun1
m,铮,2,zheng,zhēng,zheng1
m,刘,2,liu,liú,liu2
m,鲲,2,kun,kūn,kun1
m,侯,2,hou,hóu,hou2
m,慎,2,shen,shèn,shen4
m,愚,2,yu,yú,yu2
m,则,2,ze,zé,ze2
m,历,2,li,lì,li4
m,浚,2,jun,jùn,jun4
m,冀,2,ji,jì,ji4
m,果,2,guo,guǒ,guo3
m,念,2,nian,niàn,nian4
m,愿,2,yuan,yuàn,yuan4
m,得,2,de,dé,de2
m,量,2,liang,liàng,liang4
m,赐,2,ci,cì,ci4
m,椿,2,chun,chūn,chun1
m,浦,2,pu,pǔ,pu3
m,占,2,zhan,zhàn,zhan4
m,澎,2,peng,pēng,peng1
m,岸,2,an,àn,an4
m,准,2,zhun,zhǔn,zhun3
m,渠,2,qu,qú,qu2
m,铸,2,zhu,zhù,zhu4
m,骅,2,hua,huá,hua2
m,禧,2,xi,xǐ,xi3
m,榜,2,bang,bǎng,bang3
m,庸,2,yong,yōng,yong1
m,韶,2,shao,sháo,shao2
m,将,2,jiang,jiāng,jiang1
m,练,2,lian,liàn,lian4
m,张,2,zhang,zhāng,zhang1
m,炬,2,ju,jù,ju4
m,律,2,lv,lǜ,lv4
m,风,2,feng,fēng,feng1
m,藩,2,fan,fān,fan1
m,列,2,lie,liè,lie4
m,逵,2,kui,kuí,kui2
m,恕,2,shu,shù,shu4
m,蓬,2,peng,péng,peng2
m,介,2,jie,jiè,jie4
m,竟,2,jing,jìng,jing4
m,统,2,tong,tǒng,tong3
m,度,2,du,dù,du4
m,颢,2,hao,hào,hao4
m,灵,2,ling,líng,ling2
m,结,2,jie,jié,jie2
m,郑,2,zheng,zhèng,zheng4
m,觉,2,jue,jué,jue2
m,白,2,bai,bái,bai2
m,狄,2,di,dí,di2
m,谷,2,gu,gǔ,gu3
m,昕,2,xin,xīn,xin1
m,记,2,ji,jì,ji4
m,吾,2,wu,wú,wu2
m,嵘,2,rong,róng,rong2
m,彰,2,zhang,zhāng,zhang1
m,赫,2,he,hè,he4
m,伍,2,wu,wǔ,wu3
m,溪,2,xi,xī,xi1
m,韧,2,ren,rèn,ren4
m,曜,2,yao,yào,yao4
m,井,2,jing,jǐng,jing3
m,懋,2,mao,mào,mao4
m,迈,2,mai,mài,mai4
m,心,2,xin,xīn,xin1
m,述,2,shu,shù,shu4
m,骐,2,qi,qí,qi2
m,库,2,ku,kù,ku4
m,主,2,zhu,zhǔ,zhu3
m,桐,2,tong,tóng,tong2
m,尉,2,wei,wèi,wei4
m,汇,2,hui,huì,hui4
m,荫,2,yin,yīn,yin1
m,鹰,2,ying,yīng,ying1
m,尊,2,zun,zūn,zun1
m,慈,2,ci,cí,ci2
m,午,2,wu,wǔ,wu3
m,枢,2,shu,shū,shu1
m,号,2,hao,hào,hao4
m,聚,2,ju,jù,ju4
m,沅,2,yuan,yuán,yuan2
m,陵,2,ling,líng,ling2
m,崎,2,qi,qí,qi2
m,省,2,sheng,shěng,sheng3
m,杭,2,hang,háng,hang2
m,昱,2,yu,yù,yu4
m,呈,2,cheng,chéng,cheng2
m,陆,2,lu,lù,lu4
m,徽,2,hui,huī,hui1
m,端,2,duan,duān,duan1
